,Unnamed: 0,english_text
10,10.0,"Mother earth,cries out through the empty night.No one hears but the stars.The loss of her magic light.Leaves her with thousands skars.Tears dripping down her face,Forever lasting sorrow.Left alone with out a trace.Will there be a tomorrow?-She can´t bear this dreadful loss.Horrible pain she has come across.When will the darkness take her? Why be normal, when strange is much more interesting"
11,11.0,"I met you in summer,A smile on your face,I met you and loved you,In a blizzful red haze.Days filled with laughter,Like never before,But beginning of winter,Your smile was no more.Your laughs turned to silence,Your eyes filled with tears,A heart had been broken,Poisioned with fears.You left me that winter,Without a goodbye,On a bitter cold morning,You left me, to die. Fuuu.."
12,12.0,"årans fjårans ekkisensludur er i gangi,ekki get eg ad tvi gert ad gleymskan i mer hangiheilinn soldid tregur,vinstri hlidin nokkud fettog feykilega skrytin gen."
13,13.0,"Even though my wordshave been choked out of mei‘m still not surewhere i really want to be.With a kick in the faceevery god damned morningi‘m surprised there‘s something still left to see.When my broken heartscreams at the floorI try to find a reason to walk out the door.Though my laughand my voice sound aliveand well, you can see that i‘m dead to the core.Smoking and drinkingthe pain out of my brainBleeding and screamingin the pouring rainThe fear and the frightof a fucking loaded gunshows me i‘m really insane.I‘m fighting a demonthat lives in my eyes.I‘m screaming at thoughtsthat are full of lies.I bleed and i cry,It‘s a fight to the death but i‘m not the one who dies.16.03.10"
14,14.0,"A melancholy town; branched off a dying plant.The ephemeral sun; piercing through the quiet chant.Young boys playing on the dirt roadThe landscape devours the subtle mould.Winter would be coming soon.The hope and future of the young boys,rest within the fleeting motion.Armageddon, bring with it no noise.And all hope shall be brought forth in its purest notion.Winter would be coming soon.A dreary window in which man looks inNothing but pride left, he stands lifting his chinHereditable wisdom brought from each kinIt wouldn't be far till it would soon begin.Winter would be coming soon.A hurricane arose, and with it a crow. The immaculate power, pure as the snow.Judgment descended on the town they did knowThe boys were long gone out of the town they'd outgrow.Winter was here, t’was a great show."
15,15.0,"The moment My mind is blank,as the moment draws near.My heart is racing,nearly paralyzed by fear.When I look in your eyes,I can't even blink.So beautiful and deep,in them I want to sink.Locked in the moment,both body and mind.Oh how I have waited,for something of the kind.But every time I kiss you,I feel something deep.I open my eyes,and wake up from my sleep. Sure, there are plenty of other fish in the sea. But you are nowhere near the sea. You are in the desert. Alone."
16,16.0,"Do you see those eyes,shining so bright?Do you see her hair,pale like a light?Do you see her soul,out of anyone’s sight?Yes, I do.Then do you see those lips,slightly apart?Do you see her face,like a piece of art?Do you see her smile,smothering your heart?Yes, I do.Then do you see her fangs,sharp and pointy?do you see her mind,wavering darkly?Do you see her plans,smart and deathly?No, I don’tThen I’ll tell you one storyof a girl I know,she is vicious and evil,but her true face she doesn’t show.She is a demon from hell,from down below.She is Satan’s daughter,and nobody knows.She will lure you with sweetness,then kiss you so gently.But then she will rip you from your dream,and smash you harshly.She will cut out your heart and drink your blood,she will smash your bones and crush your skull,she will smile and laugh while you scream out your voice,and watch you while you die so painful deathNow I hope that you see the real her,for now you can run as fast as you canfrom the murderer.Other wise men have walked into her arms,but I hope that you are wiser,and look the other wayYou will say no to her.Now do you see her bloody fangs?Now do you see her dark mind?Now do you see her deathly plans?Yes, I do.Good, now, run! The word ‘politics’ is derived from the word ‘poly’, meaning ‘many’, and the word ‘ticks’, meaning ‘blood sucking parasites’."
17,17.0,"Screw the roses, send in the thorns,chains and ropes, pleasing pain.Leather and lace, bound and torn,whipped and cuffed, hell and heaven to gain.Looking at you helplessmakes me feel so strong.Whimpering in this darkness,I've wanted you for so long.I want to hear you scream and cry,beg for mercy, plead for your life.Try, run, lock the doors and hope for safety,but I will force myself on your body.Your my bitch, your my whore,your everything I deplore.Yet everything I love,with roses below and chains above.I'm your master and protector,I'm your death and you, my maiden.Taste my sodium nectarand into sleep we both descend."
18,18.0,"I remember the first time we met, I got a taste of you.Could feel the thrill of it all, to good to be true the connection between us two.Now you have becomemy loved oneStill I'm only the unfounded visionary with you as my priorityAnd suspence ruling over meThe strongest feeling is on your sideI want to shout out your namefrom the top of a mountainmy belovedMary JaneSomething tells me to leave you is rightBut it's wrongMary Jane can you see the future with you and meAm I in it, it has to be Still the suspence is controllingLife keeps on rolling Mary Jane someday I have to take another lanethe thought of the end my path taking a bendwill not be the best but for the rest it will be rightnot wrong. mary jane by smudz"
19,19.0,Remember the love that was lostfought and found at all costthe smiles in the darkthe glaring looks in the parkDo you remember the days of oldwhen the days never got coldthe sun burned so brightand we felt so lighti donti canti wonti was never meant tooNever meant to see the lightbut to live during the nightor to feel the love i never lostbut threw away at such high costthe glaring eyes were but my owni never felt so aloneto keep the loved one in my armswas to only bring her to harmmy hell was mine and mine alonetoo carry and to roamThe battles i fought were never seenas if they had never beenbut my scars were there for all to seebut only meant something to me.
20,20.0,"The mind wondersthe hart pondersthe mouth is silentthe eyes get violent Silence grips mei breath freei have no needsand the skin bleeds as day breaksdo i have what it takesthe fear so strongthis took too long i become drouzymy eyes become heavymy arms so weakthe future so bleak no reason, no tearsno cries, no fearscold shivers hit mesoon im free the moment diesin the still of the nighti say my good byesmy fist clamp so tight there i layin the coldforever to staynever to grow old."
21,21.0,"I held your hand and smiled so brightThings unspoken, things so fineMaybe it didnt mean much to youbut it ment the world to meAnd maybe the things that I dowasnt what you hoped to beI held your hand and smiled so brightThings unspoken, things so fineMaybe we just didnt know it allWe reached for a star that didnt shineAnd maybe we didnt know how to love or how to fallBut no matter what, you once were mineI held your hand and smiled so brightThings unspoken, things that died ""All we have to decide is what we do with the time that is given to us"""
22,22.0,"My life seems so dull sometimes so incomplete. I get so lonely sometimes, I long for you my sweet. I just can't figure you out, what is it that you want? I wish I could be the one to give it to you… The things you say imply you don't but the things you do say that you do. What am I supposed to read out of it? Is there a secret message hidden in there, or is it just my imagination hoping there is? I feel like I'm worth nothing in your eyes, just another fuck. You act like your looking for something better, what is wrong with what I have to offer? Sometimes I get so lonely, Sometimes I'm decaying, Sometimes my life is fading, Sometimes I'm invisible Sometimes you see me I am nobody in your eyes I am nothing in your eyes You're looking for something better what is it? I wish I was somebody in your eyes I wish I was something better in your eyes I wish you'd show me some interest I wish you'd want me Just look me in the eyes and tell me: that sometimes I'm somebody in your eyes that sometimes I'm the best that sometimes you're interested that sometimes you want me Because I get so nervous around you can't breathe I'm so afraid of denial that I can't even tell you this Just sitting here, hoping, that possibly you'd stumble upon this poem and realize I'm talking about you. If you do and you don't want me please bring it to me gently because right now I'm so fragile that I could break into a million pieces and get blown away with the wind. Don't hurt my feeling… I just wish I was worth something in your eyes They Are Infected,"
23,23.0,"And if I could, I would keep itKeep this felings and this smileForever…Like the teardrop I will fallInto the darkness or down with the sunIt doesn´t matter, I´m with you Forever….And if I could, I would holt itHold this feelings around meForever…And if I could, I would love youYou and only youforever…. ""All we have to decide is what we do with the time that is given to us"""
24,24.0,"I remember our first timeeye to eye, I was so wrongI didn´t ever think of thisThink of this “you and I”I remember how it all changedhand to hand, it felt so rightYour smile filled me with feelingsfeelings that I didn´t know of beforeI remember our first kissand how I ligheted upWe had so many thingsthins that I cant have backI remember how much I growHeart to heart, I loved it allI never thought we´d be apartapart, still loving, for this long ""All we have to decide is what we do with the time that is given to us"""
25,25.0,"If you could see it with my eyseI could love you, longer then for a whileBut between us stands so muchNothing will ever seem enoughI would love you for all of timesI would keep you in my heart, no matter whatBut there is something in our wayWhy can´t you change that part?I would never leave you, not untill I leave coldI could sing for you whenever, even without a soundPlease try to make this “love” workPlease, just stay here in my heart forever…. ""All we have to decide is what we do with the time that is given to us"""
26,26.0,I wish I could tell youthe truth about mehow I fell in love with youand how the feeling still stays in meI can't tell you a lieor say how I feelcause I think you will laughand tell everybody the only thing I knowis that I like youmore then everything I seein the world every day
27,27.0,"Mixed emotions fill my headHappiness, regret,Excitement, fearTime passed by so quickly,faster than I could have imagined. For so long I waited for this momentA year turned into months,months into weeks,weeks into days. My flight is tomorrow morningThe ten-thirty to Boston, two layoversAnd then I’ve arrived to Huntington,my new home for a year.As each day goes by, the doubtful feeling increased,Am I doing the right thing?Leaving my family and friends behindAnd moving a continent away?I must not think this wayI can’t dwell on the negatives.The time that lies ahead is a promising timeSo many things are yet to be discoveredNew friends, fresh adventuresPeople say it’s the opportunity of a lifetimeI’d be a fool not to take itIt will be fun, I will make everyone proudAnd I will return in MayWith similar feelings as I have nowBut I will feel satisfactionIn knowing how much I’ve grown. Home is where your bacon is"
28,28.0,"At the end of the autumn dayThe cold breeze relaxes their mindAnd soothes their soul.In a nearby tree,Two birds softly caress each other asThe sun slowly makes way for the moon. A man and a womanSide by side,Arm in arm.Walk together down the pathway.They’ve known each other only a short time,Mere weeks,But by the end of the first class,He knew. FriendsCould they be more?His mind wanders, as he looks deep withinTo find the courage he needs,To revealFeelings buried in his heart. The moon is fullStars light up the skyThe moment is here,Take it! He grabs her hand,Looks in her eyes,A moment of silence, feels eternalUntil, finallyHe is at ease,The words he longed to say,Come at last.“I love you”“I love you with all my heart”. A smile lights up her faceShe whispers:“I love you too.” Home is where your bacon is"
29,29.0,"Annie in the house,she has a little mouse.She has no housband,cause he drown and lies on shell and sand.Annie in the house is alone,she never picks up the phone.She has noone too call,she doesnt know anyone at all,exept for this little mouse.She chose to never search for another love,cause this love came above.Sometimes she stands on the beace and watchesthe sea,how he cathsesother peoples life.-she cries,but never smiles."
30,30.0,"I just sat there smiling; helloNothing can make me change my mind(my words)Loosing my friend, loosing my wordsI´m just here smiling; helloThe one and only took my down; GoodbyeMy words just left here in the abyss(left alone)Lost my voice, lost my wordsSomeone took me down; GoodbyeThis was my first hello and my last goodbyeFor now I´ll just stay in heavenBut my mind will be back hereWith my lost voice and my lost wordsSomeday I´ll say hello againSomeday I will ""All we have to decide is what we do with the time that is given to us"""
31,31.0,"The girl. She's the girl walking down the street,with the biggest worries on her shoulder.She has no one to lean on to rest her little feet.She need so badly to have someone hold her.Her skirt is dirty and her sweather is torn,her old shoes are shaggy and outworn.In her face you can see her lifes biggest fears,her eyes show the worlds darkness reflecting in her tears. She hides from the sun and stays in the shadow,she looks away and keeps her head low.She wants to try standing up from her pains,try to use the strengths she believes she has in her veins. She's the girl walking down the street,she is afraid, unable to hear her little heart beat.In her heart she keeps her long lost dreams,and the memory of her life once filled with big means."
32,32.0,"My battle is my lifeYou took my heart, you brought it backAll this time you didn´t mean a thingMy love is my everythingAnd every little word I sayEvery little step I takeI still mean it…..for you_________________________________________________My victory is my mindI held my heart for myself, I held it tightMy time with you is wourthlessMy soul is my everythingAnd every little word I sayEvery little step I takeI still mean it….for me________________________________________________We were our battle and victoryWe took our souls and but it togetherOur time to gether were happieness and painOur love was our everythingand every little word we sayEvery little step we takeWe still mean it…..for the memories ""All we have to decide is what we do with the time that is given to us"""
33,33.0,"This is something that I´ve gotSome heart, right on this spotAnd I can dance to it´s beat…..Listen to my soul, listen to my mindThey´ll tell you stories of loveThey´ll tell you stories og my heart….I cant stop dancing to this beatHolding in my dreams of THE loveI´ll keep you to this beat….you´ll seeListen to my soul, listen to my mindThey´ll tell you storiesThey´ll tell you….about me ""All we have to decide is what we do with the time that is given to us"""
34,34.0,"When you look to the starsDo you think of me?´Cause I think of you….When you see the sunriseWill you remember me?Will you remember what we shared…?All i want is somethingSomething that gives me hopeHope for love at lonely nightsDo you think of me too?When you sit at home over TVDo you wish I was there…?Holding your hand when you´re almost asleep…Ohh do you ever….Do you ever…Dream….?All I want is somethingSomething that gives me loveGives me a dream at nightWill you think of me too….?Ohh yeah, will you ever….Will you ever…Love….?Ohh yeah, do you ever….will you ever…Love me like I love you….? ""All we have to decide is what we do with the time that is given to us"""
35,35.0,"Something so graceful flew on my fingersoothing and softly he looked to my eyesIt was the most beautiful talented singertipped with his beak and then said goodbye.The sun took a bow for the bird in the foresttrack of her rays laid down on earths floorIn wonder I was about my friends tree nestwhere was the entrance where was the door ?Then I felt someone touching my shouldertalking so gently and ever so lowFairies, my friends became even bolderfollowed me closely and showed me the glow.They led me deep in forest down to the pondtickled my nose as they flew all aroundSparkles of dust came down from their wingssuddenly I saw the most beautiful things.I gazed at the pond where the sun held her glorygracefully shone for the birds and the beesmy talented singer, and this little storythank you for listening , look to the trees !"
36,36.0,"I‘m an expert at acting asleeptrained to breath in deepAll these nights I‘ve laid alonelistening to the others sleepy moansYou've condemned me to a dream-filled sleepmaking me learn secrets I cannot keeplet my mind be filled with darkstop scarring me, don‘t leave a markAs my mind derails down memory lanehalf-asleep I remember those daysdays of desperation and drained energyyears of wishing I could break freeI was brought up by rage and fearhe pops a pill and the sky‘s are clearKeeping this secret is keeping meI'm a hostage in my own headFor I cannot tell anyone the way it makes me really feel. ""Reading is one form of escape. Running for your life is another."""
37,37.0,"The time has come for a change.I can feel it in the air.I see them looking so strange.Why should you care?Freedom in a boxA revolution is to much,I’m just not shure.They step much harder on the clutch,then they did beforeFreedom in a boxChe is long since dead,he can save us no more.We have got to look aheadIt’s either sea or shoreFreedom in a boxIf it’s shoot or dieI don’t want to liveIf this is my final goodbyeThen live and forgiveAll of my sins"
38,38.0,"You’re like the reflection of the moon,Blurry, mild and mysteriousThe sorrow gets to you soon,Please don’t go in this rush.It will get to you in the end,So stay here, as long as you can handle.I can see your soul slowly bend, Just as I watch this burned out candle.Can’t believe I’m loosing a friend,There are too many things untoldIt’s painful to watch this withered handShivering and turning cold.You must be one of gods victim,I wish it was someone else’s flesh.Just imagine how the news will affect him,your boy, a sudden end of happyness.It takes bravery and courage,to stand in a hurrycane like this.Sometimes you’ll feel like locked up in a cage,But at least you can leave with a goodbye kiss.Kv. Tangarine"
39,39.0,"Why is my mind filled with doubts?Why am I questioning my abouts?Why are my guts just up in a binge?Why is my Braveheart falling to an inch? What is at the end of that door?Will I be happy or will I be sore?Will I be the star of success?Will I be the fool who accomplishes less? Is there a reason for my fear?Is the end of the era coming near?Should I shout or should I scream?Or should I follow and chaise my dream? All I have are questions and doubts.The reason might be my big abouts.I wont take less when I can take moreI wont be the person with the heart sore. I guess I don't need the good luck speech. All I need is my own unleash.I need to believe in my strengthsIt will take me to the longest lengths. The real Braveheart goes and faces its fears.It goes along despite the tears. It keeps on the path until life is clear.It wont say “no, the end is near”. Braveheart I am and Braveheart I'll be."
40,40.0,"There's a lot of anger inside of me to healRun before I'll be chasing your only mealI've never ever been normal or okayThis is just my own way to try to surviveAlways waiting for tomorrowto bring a difference to my lifeDigging down into my sorrowThere are loads of things to hideIt's hard to feel there's no one thereBut only the bathroom makes me dareI don't know what my world has becomeI'm living now, but I won't tomorrow Comment, and make me better!"
41,41.0,"I am dreaming todayI am happyI am sureI am confidentI am strongI am motivated!! I dream of happinessI dream of colors and sunNo pain, no messThere will be heaps of fun!I know I wont missBecause my dreams I cuddle and kissI am sure because it's meI am strong and I know what will be. There's a fire burning insideIt is keeping me warmI can't keep it in, can't hide! It puts on the alarmThe one who tells me to fight: “Take action, take actionYou found the affection!!”..so I just might!Its giving me the powerThat little red flowerIt pushes me further and further. I'll tell u what I'm about! I will follow my dreamsI'm aware of my means I have a lesson to teachI will practice my preach! There is no stopping me My lesson, my means, my dreams will be!! I will make the differenceI will be the starThere has been a big fenceI have crossed it and am aiming farI aim for the big successI will stop for nothing less!! Supriya."
42,42.0,"One of those days. Today is like one of those days. The day I am not set to amaze.The day that turns into a phase.The day I don't feel strongThe day I don't feel I belong.The day I get hopeless,The day I get restlessThe day I cant see forward.The day my hope fades,The day my beliefs waits.The day I forget whyThe day I just want to die. It's one of those days When my spirit is on the low,When I cant remember howWhen I feel like I'm just about to fall,When I don't know who to call.When I hope for a better tomorrow,When I want someone else's life to borrow. It's one of those days I just hang around at home,I turn off my phone.I push everyone away.I isolate myself to cause no harmIts like sending myself to abandoned farm. I am afraid of saying something wrong,I am afraid I wont belong.I am afraid of loosing my friends,I am afraid no one will understandI just push them all away and wait. Those days have turned into weeks,Those weeks are becoming months.Those days are becoming so long.Those days go on and on.With everyday going by,My heart and soul says hi!In hope of my spirit ever to knowledge,In hope for my recovery. Maybe this day will be different,Where everything gets back to normalWhen I finally remember why. Maybe this is the dayI sit from my bed and say, yes!“Now I know, now I remember!”Its just like last September,When I was chasing my dreamsWhen I knew my means. But today is one of those days.Where my heart plays tricks,The game called hide and seek, Shame on you, peek apoo…“I cant find you, where are you?” “Use you brain.. foolwhen I'm lost, go find me!Look into your soul,If I'm lost, where would I be?” Inside I scream for helpBut with out knowing why,I close my eyes and hope for it to go by. It's just one of those days. Supriya."
43,43.0,"This is our songyou said.You were amazed by meand offered me happinesswrapped up in a boxand tied with a yellow bow.You would whisper those sweet nothingsand I belived you.————————————————I am blinded by the sunwhen I look at you.You glow like an angeland your touch feels like summerand your eyes twinkle when you laugh.You catch my eyeas you take her in your armsand the sun disappears behind clouds.————————————————-For you, I would squeeze the light out of starsand watch as you bathed in itfor you I would fetch the moonand show you it is as cheesyas a love song by someonewho will never love anyoneas much as I love you.————————————————-The little drives we tookwith stops to kiss andrealize no one can ever love like we love.The walks we took, when we never said anythingjust one lookand we were rolling around naked in the grass.The movies we watchedwithout seeing a single thingbut each other.The last time I saw you,I saw the hope in your eyes.I'm sorry."
44,44.0,"How come I still love you?How come I still need you?after everything you have ever done to me,Why do I stll love you?After you broke my heart,after you broke my soul?after everything you have ever done to me,why do I still love you?How come I frear loosing you?How come I hold on to you?after everything you have ever done to me,Why do I still love you?after the many times you brougt a tear to my eye,after the many times you thored my down,after everything you have ever done to me,Why do I still love you? Love is a game that two can play and both win by loosing their heart.. <3"
45,45.0,"I can´t help it when I see youI just can´t help itMy heart stops and turnsI only need you to see meAnd when I´m alone, you´re in my mindSmiling like you always doAnd happy around your eyesMy heart stops and turnsI can´t help loving youI just can´t help itMy heart stops and it ask´sWhy did you fall down from heavenWhy did you fall right in front of me? ""All we have to decide is what we do with the time that is given to us"""
46,46.0,"All this time we´ve gottime to think over our timeWhen we meet, when we kissedor the time we missedI wish you could come againJust to think it overWhen you said the last wordWhen you heard me say “its over”How did you feel insideAngry? sceard? unloved?You did these things to mewhen you didn´t think it overThe last goodbye is so hard to beliveBut I got it when I thought it overI did this to you, I said “its over”You just took it the wrong wayAnd now….it is all over…. ""All we have to decide is what we do with the time that is given to us"""
47,47.0,"My life is turningall upside down,can't stand all the learningfeeling so down.I think I'm in love,for real this time.The feeling's above,things that are fine.The only thing that I really want,is that precious that finding I can't.Purification of my mind,Is obviously not easy to find.If only I was able to believe in god,then maybe I would be able to smile and nod.Instead of drowning in pure depression,maaan, poetry is good for expression.A cruel sleep,haunting me.Going deep,inside me.Now I only need to go,with the damn mainstream flow.I don't like it a tiny bit,but people say I'm supposed to fit.While I'm still young,and have got a tongue.I will speak up!So you all shut up!Pure depression, filling my vainI want to be everywhere but here.Why is my spirit so tortured with pain?and why do i no longer care?"
48,48.0,"Where did you go?Did you fly to the sun?You fucked up the showfor what? for fun?well, I never understoodwhy I'm keeping the gunwhen my razor blades are so goodooh..oow…you know the story, babyI used the razor bladesOh, baby, I'm not crazyjust cutting off my ugly faceooooh razor bladeswhere did you go?I'm here alone, please save meI miss you, I miss my razor bladesWHILE I STOOD ALONEI WAS GONNA DIEBUT MY RAZOR BLADES HELPED MEAND I WONDER WHYI DIDN'T SAVE THEMFROM THE SUNBUT PLEASE DON'T YOU MELT MY RAZOR BLADESBECAUSE AGAIN, I'M ALONE!We can fly awayto the sunbut my razor bladesare probably dead, ooooohmy razor bladesare probably dead, ooooooh yeahmy razor blades…I miss you"
49,49.0,"Too belive in something you cant see or feel is hardbut too have no faith may be the hardest of allWho will you lean on when you cant stand alone?Who will you pray too, then you need some help at all?Who will be there, when the last angel has fall?Who do you talk too, when there is no one too listen?He may not be god, but he is something else, something you cant touch, and either see.He may be someone that loves you and everyone else, very deep.Finn ekki nafn….. =/Sorry…. ""All we have to decide is what we do with the time that is given to us"""
50,50.0,"When we sit here together, I feel fineOh, so fine….When you say how much you´ve misst meOh, it feels so nice…But when they told me you had left mehow could you then miss meHow could you, how would you even love meWhen we had those long nights, I felt so goodoh, it felt so good….When we shared our hearts, over dinner or TVoh, I wish I could go back…But when they told me you had passed awayhow could we ever do those thingshow could we, how would we live happy after that ""All we have to decide is what we do with the time that is given to us"""
51,51.0,"When I look back in time, I see your faceThe joy in our eyes, the love in our heartsSo hard too belive it´s all goneWhen I think of all the time we spent togetherall I can think of is smile and happienessSo hard too live without you nowWhen I think of you I wonder if it was all truewonder if you did really love me So hard too understand why you left me aloneWhen I look back in time I look back with a little smile, a little joy So hard too sleep all alone ""All we have to decide is what we do with the time that is given to us"""
